Question,All Answers,Correct Answer,source_path,source_type
Which clinical form of oral candidiasis is characterized by deep infiltration of the oral cavity tissue by hyphae and cannot be removed by light scraping?,A. Pseudomembranous candidosis B. Acute erythematous candidosis C. Chronic erythematous candidosis D. Chronic hyperplastic candidosis E. Angular cheilitis F. Median rhomboid glossitis G. Acute mucocutaneous candidiasis H. Erosio interdigitalis blastomycetica,D. Chronic hyperplastic candidosis,data/Dataset_Eval/PubMed_Pdfs/471.csv,pdf
Which imaging finding is classically associated with invasive aspergillosis in neutropenic patients?,A. Ground-glass infiltrates B. Halo sign C. Crazy-paving sign D. Pleural effusion E. Consolidation F. Atelectasis G. Knuckle sign H. Split pleura sign,B. Halo sign,data/Dataset_Eval/PubMed_Pdfs/472.csv,pdf
What is the primary treatment for invasive pulmonary aspergillosis in critically ill patients?,A. Voriconazole B. Fluconazole C. Nystatin D. Ciprofloxacin E. Azithromycin F. Clindamycin G. Doxycycline H. Penicillin,A. Voriconazole,data/Dataset_Eval/PubMed_Pdfs/473.csv,pdf
Which host factor is NOT included in the revised EORTC/MSG criteria for invsaive aspergillosis (IA)?,A. Recent history of neutropenia B. Haematological malignancy C. Solid organ transplant D. Prolonged corticosteroid use E. T-cell immunosuppressant treatment F. B-cell immunosuppressant treatment G. Acute graft-versus-host disease H. Chronic obstructive pulmonary disease (COPD),H. Chronic obstructive pulmonary disease (COPD),data/Dataset_Eval/PubMed_Pdfs/474.csv,pdf
Which host factor is not typically associated with invasive aspergillosis in Intensive care unit (ICU) patients?,A. Neutropenia B. Underlying haematological malignancy C. Systemic corticosteroid use D. Diabetes mellitus E. Chronic obstructive pulmonary disease (COPD) F. Solid organ transplant G. Severe influenza H. Gastrointestinal infections,H. Gastrointestinal infections,data/Dataset_Eval/PubMed_Pdfs/475.csv,pdf
Which factor is essential in the pathogenesis of Aspergillus disease in non-neutropenic Intensive care unit (ICU) patients?,A. Airway-invasive growth B. Angio-invasive growth C. Lymphatic spread D. Hematogenous spread E. Direct tissue invasion F. Toxin production G. Immune evasion H. Biofilm formation,A. Airway-invasive growth,data/Dataset_Eval/PubMed_Pdfs/476.csv,pdf
Which imaging modality is preferred for early diagnosis of invasive aspergillosis in Intensive care unit (ICU) patients?,A. CT scan B. MRI C. X-ray D. Ultrasound E. PET scan F. SPECT scan G. Bone scan H. Echocardiogram,A. CT scan,data/Dataset_Eval/PubMed_Pdfs/477.csv,pdf
What is the most important risk factor for developing Clostridium difficile infection?,A. Antibiotic therapy B. Chronic kidney disease C. Diabetes mellitus D. Smoking E. Obesity F. Alcohol use G. Genetic predisposition H. Physical inactivity,A. Antibiotic therapy,data/Dataset_Eval/PubMed_Pdfs/478.csv,pdf
Which test is commonly used for the rapid detection of Clostridium difficile toxins in feces?,A. PCR B. Blood culture C. EIA assay D. Sputum culture E. Skin biopsy F. Urine analysis G. MRI H. CT scan,C. EIA assay,data/Dataset_Eval/PubMed_Pdfs/479.csv,pdf
Which age group has a significantly higher risk for Clostridium difficile infection?,A. Children under 5 years B. Adolescents C. Adults aged 18-40 D. Adults over 65 years E. Pregnant women F. Newborns G. Adults aged 40-60 H. Teenagers,D. Adults over 65 years,data/Dataset_Eval/PubMed_Pdfs/480.csv,pdf
Which diagnostic test has the highest sensitivity and specificity for detecting Clostridium difficile toxins?,A. EIA assay B. Glutamate dehydrogenase (GDH) test C. Nucleic acid amplification test (NAAT) D. Blood culture E. Stool microscopy F. Colonoscopic biopsy G. Stool culture H. CECT,C. Nucleic acid amplification test (NAAT),data/Dataset_Eval/PubMed_Pdfs/481.csv,pdf
What is the recommended treatment for non-severe Clostridium difficile infection according to the European Society of Clinical Microbiology and Infectious Diseases (ESCMID) guidelines?,A. Metronidazole B. Vancomycin C. Fidaxomicin D. Ciprofloxacin E. Amoxicillin F. Clindamycin G. Azithromycin H. Erythromycin,B. Vancomycin,data/Dataset_Eval/PubMed_Pdfs/482.csv,pdf
What preventive measure is crucial in interrupting the transmission of Clostridium difficile spores?,A. Hand hygiene with soap and water B. Wearing masks C. Using insect repellent D. Avoiding crowded places E. Regular exercise F. Eating a balanced diet G. Getting vaccinated H. Wearing long sleeves,A. Hand hygiene with soap and water,data/Dataset_Eval/PubMed_Pdfs/483.csv,pdf
Which antibiotic regimen is suggested for fulminant Clostridium difficile infection?,A. Vancomycin and metronidazole B. Vancomycin alone C. Metronidazole alone D. Ciprofloxacin and azithromycin E. Amoxicillin and clindamycin F. Tetracycline and doxycycline G. Erythromycin and fidaxomicin H. Vancomycin and doxycycline,A. Vancomycin and metronidazole,data/Dataset_Eval/PubMed_Pdfs/484.csv,pdf
Which treatment method has the highest rate of prevention of recurrent Clostridium difficile infection?,A. Fecal microbiota transplantation (FMT) B. Antibiotic therapy C. Probiotic administration D. Immunotherapy E. Surgical intervention F. Dietary modification G. Physical therapy H. Pain management,A. Fecal microbiota transplantation (FMT),data/Dataset_Eval/PubMed_Pdfs/485.csv,pdf
Which monoclonal antibody was approved by the food and drug administration (FDA) for prevention of recurrent Clostridium difficile infection?,A. Bezlotoxumab B. Infliximab C. Adalimumab D. Rituximab E. Tocilizumab F. Etanercept G. Ustekinumab H. Golimumab,A. Bezlotoxumab,data/Dataset_Eval/PubMed_Pdfs/486.csv,pdf
Which patient population is at greater risk for Clostridium difficile infection (CDI) recurrence?,A. Children under 5 years B. Adults aged 18-40 C. Elderly and immunocompromised patients D. Pregnant women E. Newborns F. Adolescents G. Adults aged 40-60 H. Teenagers,C. Elderly and immunocompromised patients,data/Dataset_Eval/PubMed_Pdfs/487.csv,pdf
In which patients should metronidazole be considered for treating Clostridium difficile infection (CDI)?,A. Elderly patients B. Patients with severe CDI C. Young patients with mild-to-moderate CDI and no risk factors for recurrence D. Patients with recurrent CDI E. Patients with renal failure F. Patients using proton pump inhibitors G. Patients with chronic kidney disease H. Patients with liver cirrhosis,C. Young patients with mild-to-moderate CDI and no risk factors for recurrence,data/Dataset_Eval/PubMed_Pdfs/488.csv,pdf
What risk factor is NOT commonly associated with recurrent Clostridium difficile infection (rCDI)?,A. Age >65 years B. Hospitalization C. Compromised immunity D. Use of non-CDI antibiotics E. Prior CDI episode(s) F. Diabetes mellitus G. Liver cirrhosis H. Chronic kidney disease,F. Diabetes mellitus,data/Dataset_Eval/PubMed_Pdfs/489.csv,pdf
Which of the following is NOT a recommended route for delivering fecal microbiota for Fecal microbiota transplantation (FMT)?,A. Nasoenteric tube B. Esophagogastroduodenoscopy C. Colonoscopy D. Enema E. Oral capsules F. Intravenous injection G. Flexible sigmoidoscopy H. All of the above are recommended,F. Intravenous injection,data/Dataset_Eval/PubMed_Pdfs/490.csv,pdf
Which treatment is recommended for the first recurrence of severe Clostridium difficile infection (CDI)?,A. Metronidazole B. Vancomycin C. Fidaxomicin D. Bezlotoxumab E. Probiotics F. Rifaximin G. Fecal microbiota transplantation H. Intravenous immunoglobulin,B. Vancomycin,data/Dataset_Eval/PubMed_Pdfs/491.csv,pdf
"For second recurrence of Clostridium difficile infection (CDI), what is the recommended treatment according to the document?",A. Tapered or pulsed Vancomycin regimen B. Oral fidaxomicin C. Oral vancomycin D. Intravenous metronidazole E. Oral metronidazole F. Rifaximin G. Oral teicoplanin H. Bezlotoxumab,C. Oral vancomycin,data/Dataset_Eval/PubMed_Pdfs/492.csv,pdf
What is the most important strategy for preventing Clostridium difficile infection (CDI) according to the document?,A. Judicious antibiotic use B. Regular exercise C. High fiber diet D. Vitamin supplementation E. Alcohol abstinence F. Smoking cessation G. Low fat diet H. Stress management,A. Judicious antibiotic use,data/Dataset_Eval/PubMed_Pdfs/493.csv,pdf
Which of the following is NOT a common symptom of congenital syphilis in liveborn infants?,A. Sensorineural deafness B. Nasal cartilage destruction C. Frontal bossing D. Interstitial keratitis E. Joint swelling F. Tibial thickening G. Hard palate defect H. Hypertension,H. Hypertension,data/Dataset_Eval/PubMed_Pdfs/494.csv,pdf
Which of the following is NOT a typical clinical feature of early congenital syphilis?,A. Snuffles B. Maculopapular rash C. Hepatosplenomegaly D. Osteochondritis E. Pseudoparalysis F. Hutchinson teeth G. Hydrops fetalis H. Preterm delivery,F. Hutchinson teeth,data/Dataset_Eval/PubMed_Pdfs/495.csv,pdf
"Which stage of syphilis is characterized by a generalized maculopapular rash, especially on the palms and soles?",A. Primary syphilis B. Secondary syphilis C. Early latent syphilis D. Late latent syphilis E. Tertiary syphilis F. Neurosyphilis G. Congenital syphilis H. None of the above,B. Secondary syphilis,data/Dataset_Eval/PubMed_Pdfs/496.csv,pdf
What is the treatment regimen for neurosyphilis?,A. Single dose of intramuscular penicillin B. Three weekly doses of penicillin C. 10-14 days of intravenous aqueous penicillin D. Oral antibiotics for 7 days E. Topical antibiotics F. Single dose of oral penicillin G. Intravenous ceftriaxone for 7 days H. Intravenous vancomycin for 10 days,C. 10-14 days of intravenous aqueous penicillin,data/Dataset_Eval/PubMed_Pdfs/497.csv,pdf
What is the primary method for preventing mother-to-child transmission (MTCT) of syphilis during pregnancy?,A. Administration of antiviral medications B. Vaccination C. Penicillin treatment D. Cesarean delivery E. Regular ultrasound monitoring F. Folic acid supplementation G. Bed rest H. Iron supplementation,C. Penicillin treatment,data/Dataset_Eval/PubMed_Pdfs/498.csv,pdf
Which Clostridia species produce the most potent natural toxins identified?,A. Clostridium difficile B. Clostridium tetani C. Clostridium perfringens D. Clostridium botulinum E. Clostridium septicum F. Clostridium sordellii G. Clostridium novyi H. Clostridium chauvoei,D. Clostridium botulinum,data/Dataset_Eval/PubMed_Pdfs/499.csv,pdf
What is the primary clinical syndrome caused by botulinum neurotoxins (BoNTs)?,A. Acute symmetric descending flaccid paralysis B. Acute symmetric ascending paralysis C. Chronic progressive muscle weakness D. Acute asymmetric flaccid paralysis E. Chronic symmetric spastic paralysis F. Chronic asymmetric muscle weakness G. Acute generalized spasticity H. Chronic generalized atrophy,A. Acute symmetric descending flaccid paralysis,data/Dataset_Eval/PubMed_Pdfs/500.csv,pdf
"Was randomization (selection bias), allocation concealment (selection bias), blinding of participants and personnel (performance bias), and blinding of outcome assessment (detection bias) present in the trial?","A. Yes, Unclear, Yes, Yes B. Yes, No, Yes, No C. Yes, No, Yes, Yes D. No, No, Yes, Yes E. No, Yes, No, Yes F. Yes, No, No, Yes G. No, No, No, Yes H. No, Yes, Yes, No","A. Yes, Unclear, Yes, Yes",data/Dataset_Eval/PubMed_Pdfs/501.csv,pdf
What was the primary outcome measure used in the trial to compare the effectiveness of progressive tendon-loading exercises (PTLE) and eccentric exercise therapy (EET) in patients with patellar tendinopathy?,A. Return to sports rate B. Subjective patient satisfaction C. Exercise adherence D. Pain levels E. Victorian Institute of Sports Assessment for patellar tendons (VISA-P) score F. Muscle strength G. Range of motion H. Quality of life,E. Victorian Institute of Sports Assessment for patellar tendons (VISA-P) score,data/Dataset_Eval/PubMed_Pdfs/502.csv,pdf
What was the primary outcome measure in the trial evaluating the combination of sodium phenylbutyrate and taurursodiol in patients with amyotrophic lateral sclerosis (ALS)?,A. Overall survival B. Time to tracheostomy C. Change in isometric muscle strength D. Plasma phosphorylated axonal neurofilament H subunit levels E. Time to permanent assisted ventilation F. Time to hospitalization G. Change in the total score on the Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised (ALSFRS-R) H. Quality of life scores,G. Change in the total score on the Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised (ALSFRS-R),,
What was the primary outcome measure in the trial evaluating the effectiveness of fetoscopic endoluminal tracheal occlusion (FETO) for severe left diaphragmatic hernia?,A. Infant survival to 6 months B. Infant survival to 1 year C. Neonatal respiratory function D. Infant survival to discharge from the neonatal intensive care unit (NICU) E. Maternal safety outcomes F. Improvement in lung-to-head ratio G. Reduction in neonatal pulmonary hypertension H. Time to full enteral feeding,D. Infant survival to discharge from the neonatal intensive care unit (NICU),data/Dataset_Eval/PubMed_Pdfs/504.csv,pdf
What was the primary outcome measure in the trial evaluating the effect of exercise intervention on functional decline in very elderly patients during acute hospitalization?,A. Quality of life improvement B. Change in handgrip strength C. Reduction in length of hospital stay D. Change in the Barthel Index of independence E. Incidence of falls during hospitalization F. Reduction in hospital readmission rate G. Improvement in cognitive status H. Reduction in depression symptoms,D. Change in the Barthel Index of independence,data/Dataset_Eval/PubMed_Pdfs/505.csv,pdf
What was the primary outcome measure in the trial evaluating the effectiveness of the BlueStar mobile app for improved self-management of type 2 diabetes?,A. Overall survival B. Improvement in handgrip strength C. Reduction in length of hospital stay D. Change in Problem Areas in Diabetes (PAID) score E. Incidence of falls during hospitalization F. Reduction in hospital readmission rate G. Improvement in quality of life H. Change in HbA1c levels,H. Change in HbA1c levels,data/Dataset_Eval/PubMed_Pdfs/506.csv,pdf
What was the primary outcome measure in the Bayesian phase 2b dose-finding randomized clinical trial evaluating lecanemab for patients with early Alzheimer disease?,A. Improvement in cognitive status B. Change in Alzheimer's Disease Assessment Scale-Cognitive Subscale (ADAS-Cog) C. Overall survival D. Change in Alzheimer's Disease Composite Clinical Score (ADCOMS) E. Incidence of adverse effects F. Reduction in amyloid plaque levels G. Quality of life improvement H. Reduction in neuropsychiatric symptoms,D. Change in Alzheimer's Disease Composite Clinical Score (ADCOMS),data/Dataset_Eval/PubMed_Pdfs/507.csv,pdf
What was the primary outcome measure in the Minimally Invasive Surgery with Thrombolysis in Intracerebral Hemorrhage Evacuation (MISTIE III) trial?,A. Overall survival at 365 days B. Change in intracerebral hemorrhage volume C. Reduction in length of hospital stay D. Change in the adjusted modified Rankin Scale (mRS) score E. Incidence of rebleeding events F. Improvement in cognitive status G. Reduction in neurological deficits H. Change in the unadjusted modified Rankin Scale (mRS) score,D. Change in the modified Rankin Scale (mRS) score,data/Dataset_Eval/PubMed_Pdfs/508.csv,pdf
What was the primary outcome measure in the trial comparing tandem autologous stem cell transplant to single transplant in patients with high-risk neuroblastoma?,A. Overall survival B. Change in quality of life C. Time to disease progression D. Event-free survival (EFS) E. Reduction in hospital readmission rate F. Incidence of treatment-related toxicities G. Improvement in cognitive function H. Reduction in tumor size,D. Event-free survival (EFS),data/Dataset_Eval/PubMed_Pdfs/509.csv,pdf
What was the primary outcome measure in the randomized controlled trial of pharmacist-led therapeutic carbohydrate and energy restriction in type 2 diabetes?,A. Improvement in quality of life B. Change in HbA1c levels C. Reduction in fasting glucose D. Discontinuation of glucose-lowering medications E. Weight loss F. Change in blood pressure G. Reduction in triglyceride levels H. Reduction in liver enzyme levels,D. Discontinuation of glucose-lowering medications,data/Dataset_Eval/PubMed_Pdfs/510.csv,pdf
What was the hazard ratio (HR) for stroke/systemic embolism for standard-dose Direct oral anticoagulants (DOACs) compared with warfarin?,A. 0.45 B. 0.63 C. 0.76 D. 0.81 E. 0.90 F. 0.92 G. 1.06 H. 1.35,D. 0.81,data/Dataset_Eval/PubMed_Pdfs/511.csv,pdf
Which outcome was not significantly lower in patients randomized to low-dose Direct oral anticoagulant (DOAC) compared with warfarin?,A. Hemorrhagic stroke B. Major bleeding C. Fatal bleeding D. Intracranial bleeding E. Gastrointestinal bleeding F. Cardiovascular death G. Any bleeding H. All-cause death,E. Gastrointestinal bleeding,data/Dataset_Eval/PubMed_Pdfs/512.csv,pdf
What is the Jadad score of this trial? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. 7,F. 5,data/Dataset_Eval/PubMed_Pdfs/513.csv,pdf
"In the Tanzania trial, what was the relative risk of preeclampsia in the 500-mg calcium group compared to the 1500-mg group?",A. 0.68 B. 0.76 C. 0.84 D. 0.92 E. 1.00 F. 1.10 G. 1.20 H. 1.36,F. 1.10,data/Dataset_Eval/PubMed_Pdfs/514.csv,pdf
Which baseline characteristic was identified as impacting the efficacy of liraglutide in type 1 diabetes?,A. HbA1c level B. BMI C. Insulin regimen D. Hypertension E. Age F. Duration of diabetes G. Gender H. Fasting plasma glucose,D. Residual beta-cell function,data/Dataset_Eval/PubMed_Pdfs/515.csv,pdf
What is the Jadad score of this trial? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. 7,C. 3,data/Dataset_Eval/PubMed_Pdfs/516.csv,pdf
What is the Jadad score of this trial? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. 7,B. 2,data/Dataset_Eval/PubMed_Pdfs/517.csv,pdf
What is the Jadad score of this trial? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. 7,C. 3,data/Dataset_Eval/PubMed_Pdfs/518.csv,pdf
What is the Jadad score of this trial? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. 7,C. 3,data/Dataset_Eval/PubMed_Pdfs/519.csv,pdf
What is the Jadad score of this study? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. Jadad score is not applicable here,H. Jadad score is not applicable here,data/Dataset_Eval/PubMed_Pdfs/520.csv,pdf
What is the Jadad score of this study? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. Jadad score is not applicable here,H. Jadad score is not applicable here,data/Dataset_Eval/PubMed_Pdfs/521.csv,pdf
What is the Jadad score of this study? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. Jadad score is not applicable here,H. Jadad score is not applicable here,data/Dataset_Eval/PubMed_Pdfs/522.csv,pdf
What is the Jadad score of this study? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. Jadad score is not applicable here,H. Jadad score is not applicable here,data/Dataset_Eval/PubMed_Pdfs/523.csv,pdf
What is the Jadad score of this study? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. Jadad score is not applicable here,H. Jadad score is not applicable here,data/Dataset_Eval/PubMed_Pdfs/524.csv,pdf
What is the Jadad score of this study? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. Jadad score is not applicable here,H. Jadad score is not applicable here,data/Dataset_Eval/PubMed_Pdfs/525.csv,pdf
Which of the following factors were significantly different between the baseline groups of microsatellite instability (MSI)(-) and microsatellite instability (MSI)(+) in the document? ,A. Sex B. Age C. Race D. T-stage E. Primary tumor size F. Poor differentiation of tumor G. Charlson-Deyo comorbidity status H. Radiotherapy dose,F. Poor differentiation of tumor,data/Dataset_Eval/PubMed_Pdfs/526.csv,pdf
"Which of the following factors were significantly different between the baseline groups of lumpectony alone, mastectomy alone, and lumpectomy plus radiotherapy in the document? ",A. Facility type B. Age C. Race D. Her-2 positivity E. Charlson-Deyo comorbidity status F. Receiving chemotherapy G. All the above H. None of the above,F. Receiving chemotherapy,data/Dataset_Eval/PubMed_Pdfs/527.csv,pdf
Which of the following factors were significantly different between the baseline groups of neoadjuvant endocrine thearpy-first and surgery-first in the document? ,A. Insurance B. Age C. Race D. cT E. Income F. Laterality G. CDCC H. Chemotherapy,H. Chemotherapy,data/Dataset_Eval/PubMed_Pdfs/528.csv,pdf
Which of the following factors were significantly different between the baseline groups of post-mastectomy radiotherapy and no post mastectomy radiotherapy among patients who underwent a mastectomy and were pathologically ypN0 status in the document? ,A. Year of diagnosis B. Age C. Race D. Tumor grade E. In-breast response F. Axillary LN surgery G. All of them H. None of them,B. Age,data/Dataset_Eval/PubMed_Pdfs/529.csv,pdf
What was the primary effectiveness outcome in the study comparing doxycycline to prednisolone for bullous pemphigoid?,A. Numer of participants having complete remission of blisters at 12 weeks B. Numer of participants having Reduction in blister count to three or fewer at 6 weeks C. Proportion of participants having Reduction in blister count to three or fewer at 6 weeks D. Numer of participants having reduction in pruritus scores at 6 weeks E. Proportion of participants having complete remission of blisters at 12 weeks  F. Numer of participants having Increase in Karnofsky score at 6 weeks G. Numer of participants having reduction in the number of adverse events at 52 weeks H. Numer of participants having reduction in the use of topical corticosteroids at 6 weeks,B. Reduction in blister count to three or fewer at 6 weeks,data/Dataset_Eval/PubMed_Pdfs/530.csv,pdf
"In the BLISTER study, what was the primary safety outcome?","A. Number of participants with no adverse events at 52 weeks B. Number of participants with mild adverse events at 52 weeks C. Number of participants with severe, life-threatening, or fatal adverse events at 52 weeks D. Number of participants with any grade of adverse events at 52 weeks E. Number of participants with moderate adverse events at 52 weeks F. Number of participants with mild to moderate adverse events at 52 weeks G. Number of participants with improved quality of life at 52 weeks H. Number of participants with reduced disease severity at 52 weeks","C. Number of participants with severe, life-threatening, or fatal adverse events at 52 weeks",data/Dataset_Eval/PubMed_Pdfs/531.csv,pdf
"At 6 weeks, what percentage of patients in the doxycycline group achieved the primary effectiveness outcome?",A. 60% B. 54% C. 74% D. 67% E. 85% F. 81% G. 91% H. 59%,C. 74%,data/Dataset_Eval/PubMed_Pdfs/532.csv,pdf
What was the observed mean reduction in systolic blood pressure (SBP) at week 6 for the acupuncture group?,A. 3.5 mm Hg B. 4.1 mm Hg C. 5.9 mm Hg D. 6.2 mm Hg E. 7.2 mm Hg F. 8.3 mm Hg G. 9.0 mm Hg H. 10.1 mm Hg,E. 7.2 mm Hg,data/Dataset_Eval/PubMed_Pdfs/533.csv,pdf
How did the reduction in  systolic blood pressure (SBP) at week 6 compare between the acupuncture group and the sham acupuncture group?,A. No difference B. Acupuncture group had a 2.7 mm Hg greater reduction that was significant C. Sham acupuncture group had a 2.7 mm Hg greater reduction that was significant D. Acupuncture group had a 5.9 mm Hg greater reduction that was significant E. Sham acupuncture group had a 5.9 mm Hg greater reduction that was significant F. Acupuncture group had a 2.7 mm Hg greater reduction that was non-significant G. Sham acupuncture group had a 4.1 mm Hg greater reduction that was non-significant H. Both groups had equal reduction,F. Acupuncture group had a 2.7 mm Hg greater reduction that was non-significant,data/Dataset_Eval/PubMed_Pdfs/534.csv,pdf
"At 2 hours, what was the mean difference in PaCO2 reduction in the High-flow nasal therapy (HFNT) group?",A. -8.6 mmHg B. -5.2 mmHg C. -6.8 mmHg D. -7.9 mmHg E. 6.8 mmHg F. -9.5 mmHg G. -10.1 mmHg H. 8.6 mmHg,C. -6.8 mmHg,data/Dataset_Eval/PubMed_Pdfs/535.csv,pdf
"By 6 hours, what percentage of patients in the High-flow nasal therapy (HFNT) group had switched to non-invasive ventilation (NIV)?",A. 10% B. 15% C. 20% D. 25% E. 30% F. 32% G. 35% H. 40%,F. 32%,data/Dataset_Eval/PubMed_Pdfs/536.csv,pdf
What was the median progression-free survival (PFS) for the VRd arm in the trial?,A. 28.8 months B. 30.1 months C. 32.8 months D. 34.4 months E. 34.6 months F. 36.3 months G. 37.8 months H. 39.0 months,D. 34.4 months,data/Dataset_Eval/PubMed_Pdfs/537.csv,pdf
What was the progression-free survival (PFS) hazard ratio (HR) comparing KRd to VRd?,A. 0.83 B. 0.98 C. 1.01 D. 1.04 E. 1.27 F. 1.31 G. 1.50 H. 1.74,D. 1.04,data/Dataset_Eval/PubMed_Pdfs/538.csv,pdf
By how much % was the progression as defined by the trial occur more commonly in the KRd group than the PRd group? ,A. 6% B. 4% C. 7% D. 8% E. 10% F. 1% G. 15% H. 19%,B. 4%,data/Dataset_Eval/PubMed_Pdfs/539.csv,pdf
What was the primary endpoint of the ENLIVEN study?,A. Overall survival at 12 months B. Progression-free survival at 6 months C. Overall response rate at 25 weeks D. Reduction in tumor volume at 12 months E. Pain reduction at 25 weeks F. Quality of life improvement at 6 months G. Complete response rate at 6 months H. Partial response rate at 25 weeks,C. Overall response rate at 25 weeks,data/Dataset_Eval/PubMed_Pdfs/540.csv,pdf
What was the overall response rate for the pexidartinib group at week 25?,A. 15% B. 25% C. 39% D. 53% E. 64% F. 75% G. 0% H. 100%,C. 39%,data/Dataset_Eval/PubMed_Pdfs/541.csv,pdf
Which criteria were used to define the overall response rate in the ENLIVEN study?,"A. WHO criteria B. RECIST, version 1.1 C. AJCC criteria D. ECOG criteria E. Karnofsky Performance Status F. NCCN guidelines G. SIOP criteria H. St. Jude criteria","B. RECIST, version 1.1",data/Dataset_Eval/PubMed_Pdfs/542.csv,pdf
What is the Jadad score of this trial? ,A. 1 B. 2 C. 3 D. 0 E. 4 F. 5 G. 6 H. 7,F. 5,data/Dataset_Eval/PubMed_Pdfs/543.csv,pdf
What was the most common non-grade 3 or 4 adverse event associated with pexidartinib treatment?,A. Hair color changes B. Weight gain C. Nausea D. Increased appetite E. ALT increase F. Fatigue G. Headache H. AST increase,A. Hair color changes,data/Dataset_Eval/PubMed_Pdfs/544.csv,pdf
"What was the complete response rate, partial response rate, stable disease, and progressive disease rate associated with pexidartinib treatment?","A. 15%, 25%, 2%, 39% B. 39%, 2%, 15%, 25% C. 15%, 2%, 39%, 25% D. 2%, 25%, 39%, 15% E. 39%, 25%, 15%, 2% F. 45%, 25%, 39%, 2% G. 15%, 25%, 39%, 2% H. 25%, 15%, 2%, 39%","G. 15%, 25%, 39%, 2%",data/Dataset_Eval/PubMed_Pdfs/545.csv,pdf
What was the primary outcome of the trial comparing nasal iodophor antiseptic vs. nasal mupirocin antibiotic in the setting of chlorhexidine bathing?,A. Overall survival at 12 months B. Progression-free survival at 6 months C. Overall response rate at 25 weeks D. Reduction in tumor volume at 12 months E. Pain reduction at 25 weeks F. ICU-attributable S. aureus clinical cultures G. Quality of life improvement at 6 months H. Complete response rate at 6 months,F. ICU-attributable S. aureus clinical cultures,data/Dataset_Eval/PubMed_Pdfs/546.csv,pdf
What was the hazard ratio (HR) for S. aureus clinical cultures in the intervention period for iodophor-Chlorhexidine gluconate (CHG) compared to the baseline?,A. 0.85 B. 0.90 C. 0.95 D. 1.00 E. 1.05 F. 1.10 G. 1.15 H. 1.17,H. 1.17,data/Dataset_Eval/PubMed_Pdfs/547.csv,pdf
What was the result for all-cause bloodstream infections in the trial?,A. Iodophor-CHG was superior to mupirocin-CHG B. Iodophor-CHG was noninferior to mupirocin-CHG C. Iodophor-CHG was inferior to mupirocin-CHG D. Both interventions were equally effective E. Bloodstream infections were not measured F. Bloodstream infections increased with both interventions G. The outcome was not significant H. The study did not analyze bloodstream infections,B. Iodophor-CHG was noninferior to mupirocin-CHG,data/Dataset_Eval/PubMed_Pdfs/548.csv,pdf
What was the primary outcome of the trial comparing nadolol and propranolol in the treatment of infantile hemangioma?,A. Reduction in size and extent of hemangioma B. Reduction in pain C. Improvement in quality of life D. Reduction in hospital admissions E. Decrease in recurrence rate F. Decrease in number of adverse events G. Reduction in time to complete resolution H. Improvement in sleep quality,A. Reduction in size and extent of hemangioma,data/Dataset_Eval/PubMed_Pdfs/549.csv,pdf
What scale was used to measure changes in the bulk and color of infantile hemangiomas in the trial?,A. Visual Analog Scale (VAS) B. Numerical Rating Scale (NRS) C. Wong-Baker FACES Pain Scale D. Likert Scale E. McGill Pain Questionnaire F. Brief Pain Inventory (BPI) G. Pediatric Quality of Life Inventory (PedsQL) H. Hamilton Rating Scale for Depression,A. Visual Analog Scale (VAS),data/Dataset_Eval/PubMed_Pdfs/550.csv,pdf
What was the mean reduction in size of hemangiomas at 24 weeks in the nadolol group?,A. 80.5% B. 89.1% C. 97.9% D. 56% E. 75% F. 66.7% G. 44.4% H. 38.2%,C. 97.9%,data/Dataset_Eval/PubMed_Pdfs/551.csv,pdf
Which adverse event was most commonly reported in both treatment groups?,A. Gastrointestinal issues B. Respiratory issues C. Sleep disturbances D. Behavioral changes E. Cardiovascular issues F. Hypoglycemia G. Headaches H. Fatigue,B. Respiratory issues,data/Dataset_Eval/PubMed_Pdfs/552.csv,pdf
What was the primary endpoint of the ASPECT-NP trial?,A. Clinical response at test-of-cure B. 28-day all-cause mortality (ACM) C. Reduction in hospital readmissions D. Improvement in lung function E. Time to clinical cure F. Reduction in ICU length of stay G. Reduction in antibiotic resistance H. Improvement in quality of life,B. 28-day all-cause mortality (ACM),data/Dataset_Eval/PubMed_Pdfs/553.csv,pdf
